Category,asin,Rank,Product Name,Rating,Rating Count,Price,tag,Short Name
Home & Kitchen,B097XJQZ8H,20,"Cookwell Bullet Mixer Grinder 600 Watts (5 Jars, 3 Blades, Silver) Acrylonitrile Butadiene Styrene (ABS)",4.3,21757,2477,Multi-purpose Mixer Grinder,Cookwell Bullet Mixer Grinder 600 Watts 
Stir-Fry Pans,B09S9V15M8,2,"Bergner TriPro TriPly 24 cm Deep Kadai, 3.1 L Capacity, Stainless Steel Lid, For Curry/StirFry/DeepFry/DryVeg, Stylish & Comfy Handles, Smooth Finished Surface, Induction & Gas Ready, 5-Year Warranty",4.3,1152,1617,Multi-purpose Stainless Steel Cooking Pan,Bergner TriPro TriPly 24 cm Deep Kadai
Stir-Fry Pans,B0C5HV967V,21,"Bergner Tripro Triply 28 cm Tasla/Kadai, 3.9 L Capacity, Cook/Serve, Stainless Steel Lid, For Deep-Fry/Sauté/Stir-Fry/Mixing/Desserts/Gravy, Multi-Layer Polish Finish, Induction & Gas Ready, 5-Year Warranty",4.5,147,1799,Multi-purpose Stainless Steel Cookware,Bergner Tripro Triply 28 cm Tasla
Kadhai & Woks,B09S9V15M8,2,"Bergner TriPro TriPly 24 cm Deep Kadai, 3.1 L Capacity, Stainless Steel Lid, For Curry/StirFry/DeepFry/DryVeg, Stylish & Comfy Handles, Smooth Finished Surface, Induction & Gas Ready, 5-Year Warranty",4.3,1152,1617,Multi-purpose Stainless Steel Kadai,Bergner TriPro TriPly 24 cm Deep Kadai
Stir-Fry Pans,B00E5D9JFK,15,"Bergner Argent TriPly 28 cm Kadai, 3.9 L Capacity, Stainless Steel Lid, For Sauté/Deep Fry/Gravy/Stir Fry/Steam, Elegant Cool Touch Handles, Mirror Finish Surface, Induction & Gas Ready, 5-Year Warranty",4.3,401,3679,Multi-purpose Stainless Steel Kadai,Bergner Argent TriPly 28 cm Kadai
"Coffee, Tea & Espresso",B09Y5FZK9N,7,"Pigeon 1.5 litre Hot Kettle and Stainless Steel Water Bottle Combo used for boiling Water, Making Tea and Coffee, Instant Noodles, Soup with Auto Shut- off Feature",3.6,5645,749,Multipurpose Electric Kettle and Water Bottle Combo,Pigeon 1.5 litre Hot Kettle and Stainless Steel Water Bottle Combo used for boiling Water
"Coffee, Tea & Espresso",B01I1LDZGA,6,"Pigeon Kessel Multipurpose Kettle (12173) 1.2 litres with Stainless Steel Body, used for boiling Water and milk, Tea, Coffee, Oats, Noodles, Soup etc. 600 Watt (Black & Silver)",3.8,19418,899,Multipurpose Kettle,Pigeon Kessel Multipurpose Kettle 
Kettles & Tea Machines,B01I1LDZGA,6,"Pigeon Kessel Multipurpose Kettle (12173) 1.2 litres with Stainless Steel Body, used for boiling Water and milk, Tea, Coffee, Oats, Noodles, Soup etc. 600 Watt (Black & Silver)",3.8,19418,899,Multipurpose Kettle,Pigeon Kessel Multipurpose Kettle 
Electric Kettles,B01I1LDZGA,6,"Pigeon Kessel Multipurpose Kettle (12173) 1.2 litres with Stainless Steel Body, used for boiling Water and milk, Tea, Coffee, Oats, Noodles, Soup etc. 600 Watt (Black & Silver)",3.8,19418,899,Multipurpose Kettle,Pigeon Kessel Multipurpose Kettle 
Measuring Spoons,B06Y36JKC3,12,"Abode Kitchen Essential Measuring Cup & Spoon for Spices | for Cooking and Baking Cake | Multipurpose Tablespoon Cups with Ring Holder | (Black, Plastic)",4.1,4340,165,Multipurpose Kitchen Measuring Set,Abode Kitchen Essential Measuring Cup & Spoon for Spices 
Kadhai & Woks,B073RX9SP8,1,"CAROTE 28cm/3.8L Non Stick Kadai, Induction Kadai, Granite Stone Kadhai with Lid Deep Frying Pan, Biryani Pot",4.4,5480,1799,Non Stick Deep Frying Pan,CAROTE 28cm
Cookware,B073RX9SP8,6,"CAROTE 28cm/3.8L Non Stick Kadai, Induction Kadai, Granite Stone Kadhai with Lid Deep Frying Pan, Biryani Pot",4.4,5480,1799,Non Stick Deep Frying Pan,CAROTE 28cm
Woks,B00EYZRZ3W,5,"Vinod Black Pearl Hard Anodised Non Stick Deep Kadhai with Glass Lid - 1.6 LTR, 18 cm | 3.25mm Thickness | kadai for Cooking | Metal Spoon Friendly | 2 Year Warranty",4.1,1878,869,Non Stick Deep Kadhai with Glass Lid,Vinod Black Pearl Hard Anodised Non Stick Deep Kadhai with Glass Lid - 1.6 LTR
Kadhai & Woks,B00EYZRZ3W,16,"Vinod Black Pearl Hard Anodised Non Stick Deep Kadhai with Glass Lid - 1.6 LTR, 18 cm | 3.25mm Thickness | kadai for Cooking | Metal Spoon Friendly | 2 Year Warranty",4.1,1878,869,Non Stick Deep Kadhai with Glass Lid,Vinod Black Pearl Hard Anodised Non Stick Deep Kadhai with Glass Lid - 1.6 LTR
Frying Pans,B095S7TGNZ,18,Prestige Omega Select +IB |Fry pan 24cm Non Stick Fry pan|Extreme Scratch &abrasionResistant Coating| Gas and Induction Compatible|PFOA-Free Coating &Healthy Cooking,4.3,520,779,Non Stick Fry Pan,Prestige Omega Select +IB 
Frying Pans,B0732NRRBR,1,"CAROTE Non Stick Frying Pan, Granite Omlette Egg Pan, Induction&Gas Fry Pan, Fish Pan, PFOA Free (24 CM, Steel Grey Granite)",4.4,33986,1199,Non Stick Frying Pan,CAROTE Non Stick Frying Pan
Frying Pans,B00EVQZ1T4,9,"Hawkins Futura 22 cm Frying Pan, Non Stick Fry Pan, Small Frying Pan, Black (NF22)",4.5,6532,897,Non Stick Frying Pan,Hawkins Futura 22 cm Frying Pan
Pots & Pans,B0732NRRBR,13,"CAROTE Non Stick Frying Pan, Granite Omlette Egg Pan, Induction&Gas Fry Pan, Fish Pan, PFOA Free (24 CM, Steel Grey Granite)",4.4,33986,1199,Non Stick Frying Pan,CAROTE Non Stick Frying Pan
Cookware,B0732NRRBR,13,"CAROTE Non Stick Frying Pan, Granite Omlette Egg Pan, Induction&Gas Fry Pan, Fish Pan, PFOA Free (24 CM, Steel Grey Granite)",4.4,33986,1199,Non Stick Frying Pan,CAROTE Non Stick Frying Pan
Frying Pans,B00EVQYIQQ,4,"Hawkins Futura 26 cm Frying Pan, Non Stick Fry Pan with Glass Lid, Frypan, Black (NF26G)",4.5,6821,1385,Non Stick Frying Pan with Glass Lid,Hawkins Futura 26 cm Frying Pan
Pots & Pans,B00EVQYIQQ,26,"Hawkins Futura 26 cm Frying Pan, Non Stick Fry Pan with Glass Lid, Frypan, Black (NF26G)",4.5,6821,1385,Non Stick Frying Pan with Glass Lid,Hawkins Futura 26 cm Frying Pan
Cookware,B00EVQYIQQ,26,"Hawkins Futura 26 cm Frying Pan, Non Stick Fry Pan with Glass Lid, Frypan, Black (NF26G)",4.5,6821,1385,Non Stick Frying Pan with Lid,Hawkins Futura 26 cm Frying Pan
Stir-Fry Pans,B073RX9SP8,1,"CAROTE 28cm/3.8L Non Stick Kadai, Induction Kadai, Granite Stone Kadhai with Lid Deep Frying Pan, Biryani Pot",4.4,5480,1799,Non Stick Kadai with Lid,CAROTE 28cm
Woks,B08FJD1GVH,1,"Stahl Triply Non Stick Kadai with Lid | Stainless Steel Kadai with Induction Base | Tri Ply Kadhai Scratch Resistant | Hybrid 6324, Dia 24cm, 2.4L (Serves 4 People)",4.3,222,3264,Non Stick Kadai with Lid,Stahl Triply Non Stick Kadai with Lid 
Pots & Pans,B073RX9SP8,6,"CAROTE 28cm/3.8L Non Stick Kadai, Induction Kadai, Granite Stone Kadhai with Lid Deep Frying Pan, Biryani Pot",4.4,5480,1799,Non Stick Kadai with Lid,CAROTE 28cm
Kadhai & Woks,B08FJD1GVH,6,"Stahl Triply Non Stick Kadai with Lid | Stainless Steel Kadai with Induction Base | Tri Ply Kadhai Scratch Resistant | Hybrid 6324, Dia 24cm, 2.4L (Serves 4 People)",4.3,222,3264,Non Stick Kadai with Lid,Stahl Triply Non Stick Kadai with Lid 
Stir-Fry Pans,B083ZGBN76,14,"Cello Non Stick Hammered Tone Kadhai with Glass Lid 2.5 LTR, Black & Grey, Aluminium",4,1032,887,Non Stick Kadhai with Glass Lid,Cello Non Stick Hammered Tone Kadhai with Glass Lid 2.5 LTR
Pots & Pans,B089NR62GY,4,"CAROTE 28CM Induction Dosa Tawa Non Stick Pan, Granite Tawa for Roti, Flat Dosa Tava, Induction Roti Tawa, Anti-Bulge Tawa, Non Stick Tawa",4.2,6607,1299,Non Stick Pan,CAROTE 28CM Induction Dosa Tawa Non Stick Pan
Cookware,B089NR62GY,4,"CAROTE 28CM Induction Dosa Tawa Non Stick Pan, Granite Tawa for Roti, Flat Dosa Tava, Induction Roti Tawa, Anti-Bulge Tawa, Non Stick Tawa",4.2,6607,1299,Non Stick Pan,CAROTE 28CM Induction Dosa Tawa Non Stick Pan
Frying Pans,B0992BPJQZ,3,"CAROTE 20cm/1.1L Non Stick Pan with Lid, Induction Pan for Cooking, Granite Fry Pan Non Stick Cooking Pan, Omlette Pan Egg Pan, PFOA Free",4.4,7690,1199,Non Stick Pan with Lid,CAROTE 20cm
Pots & Pans,B09929SH6X,5,"CAROTE 24cm/1.6L Non Stick Pan with Lid, Induction Pan for Cooking, Granite Fry Pan Non Stick Cooking Pan, Omlette Pan Egg Pan",4.4,7690,1299,Non Stick Pan with Lid,CAROTE 24cm
Cookware,B09929SH6X,5,"CAROTE 24cm/1.6L Non Stick Pan with Lid, Induction Pan for Cooking, Granite Fry Pan Non Stick Cooking Pan, Omlette Pan Egg Pan",4.4,7690,1299,Non Stick Pan with Lid,CAROTE 24cm
Frying Pans,B079X1Y3SQ,23,"PREMIER Induction Base Non Stick Paniyaram Pan, Black, 7 inches with Spatula and scrubber",4.3,227,890,Non Stick Paniyaram Pan with Accessories,PREMIER Induction Base Non Stick Paniyaram Pan
Kadhai & Woks,B07D7W7WKL,28,"IBELL Premium Non-Stick Aluminium Appam Pan with Lid, Appachatty, 200mm, Silver",4.1,4257,485,Non-Stick Aluminium Appam Pan with Lid,IBELL Premium Non-Stick Aluminium Appam Pan with Lid
Frying Pans,B00F2F6ZOS,15,"Pigeon by Stovekraft Special Aluminium Non-Stick Appachetty with Lid, 200mm, Black",4,803,499,Non-Stick Appachetty with Lid,Pigeon by Stovekraft Special Aluminium Non-Stick Appachetty with Lid
Cookware,B07SFZ6T81,20,CELLO Non-Stick 12 Cavity Appam Patra Single Handle with Stainless Steel Lid,4.1,2434,549,Non-Stick Appam Patra with Lid,CELLO Non-Stick 12 Cavity Appam Patra Single Handle with Stainless Steel Lid
Braising Casseroles,B00UN0NNU6,23,Wonderchef Granite 24 cm Non-Stick Casserole | Glass Lid |Induction Bottom | Soft-Touch Handles | Virgin Aluminium | PFOA and Heavy Metals Free | 3.5mm | 4 liters | 2 Year Warranty | Grey,3.9,609,1699,Non-Stick Casserole with Glass Lid,Wonderchef Granite 24 cm Non-Stick Casserole 
Cookware,B073316W2J,18,"Pigeon by Stoverkraft Non-Stick Cookware Set of 7 Pc w/o Induction Base Includes Nonstick Tawa 23cm, Nonstick Fry Pan 24cm, Nonstick Kadhai with Stainless Steel Lid 24cm, Nonstick Sauce Red, Standard",3.5,2533,1349,Non-Stick Cookware Set,Pigeon by Stoverkraft Non-Stick Cookware Set of 7 Pc w
Pots & Pans,B073316W2J,18,"Pigeon by Stoverkraft Non-Stick Cookware Set of 7 Pc w/o Induction Base Includes Nonstick Tawa 23cm, Nonstick Fry Pan 24cm, Nonstick Kadhai with Stainless Steel Lid 24cm, Nonstick Sauce Red, Standard",3.5,2533,1349,Non-Stick Cookware Set,Pigeon by Stoverkraft Non-Stick Cookware Set of 7 Pc w
Cookware,B00QWQ0XWG,24,Prestige Omega Deluxe Granite Dosa Tawa | Black | 30cm | Non-Stick | Induction Base | Dishwasher Safe | 2-Layer Metallic Finish | Metal Spoon Friendly,4.3,5634,1280,Non-Stick Dosa Tawa,Prestige Omega Deluxe Granite Dosa Tawa 
Frying Pans,B00QWQ17PS,6,Prestige Non-Stick Omega Deluxe Granite Fry Pan | 24 Centimetre | Black | Induction Base | 5 Layer Non-Stick Cookware | Dishwasher Safe | 2-Layer Metallic Finish,4.3,7755,944,Non-Stick Fry Pan,Prestige Non-Stick Omega Deluxe Granite Fry Pan 
Frying Pans,B095S77C5H,7,Prestige Omega Select Plus 20cm Non-Stick Fry Pan | Gas & Induction Compatible | Scratch Resistant & Metal Spoon Friendly | Sturdy Handles,4.2,1739,579,Non-Stick Fry Pan,Prestige Omega Select Plus 20cm Non-Stick Fry Pan 
Frying Pans,B00FC4S64Q,24,Prestige Omega Select Plus 18cm Non-Stick Fry Pan|Scratch and Abrasion Resistant|3 Layer Coating| Non-Induction|Black|1year Warranty,4.2,1950,570,Non-Stick Fry Pan,Prestige Omega Select Plus 18cm Non-Stick Fry Pan
Frying Pans,B0B7CCNK22,25,Wonderchef Valencia Non-Stick Fry Pan | Cool Touch Bakelite Handle | Pure Grade Aluminium| PFOA Free | 1.5 litres Capacity | Size 24 cm | 1 Year Warranty | Purple,3.8,415,599,Non-Stick Fry Pan,Wonderchef Valencia Non-Stick Fry Pan 
Frying Pans,B0BZYCSWWS,5,Amazon Brand - Solimo Non-Stick Fry Pan with Glass Lid | Granite Finish | Induction Base | PFOA Free | High Temperature Resistant Exterior Coating | 22 cm | Grey,4.1,289,499,Non-Stick Fry Pan with Glass Lid,Amazon Brand - Solimo Non-Stick Fry Pan with Glass Lid 
Braising Casseroles,B073PVRLYK,1,"CAROTE 24Cm/4L Granite Non Stick Handi, Induction Casserole, Stew Pot, Biriyani Pot, Kadai, Sauce Pot With Lid, 4 Liter",4.5,6007,1799,Non-Stick Handi,CAROTE 24Cm
Pots & Pans,B00QWQ0XWG,24,Prestige Omega Deluxe Granite Dosa Tawa | Black | 30cm | Non-Stick | Induction Base | Dishwasher Safe | 2-Layer Metallic Finish | Metal Spoon Friendly,4.3,5634,1280,Non-Stick Induction Base Dosa Tawa,Prestige Omega Deluxe Granite Dosa Tawa 
Pots & Pans,B095SFQ9QT,11,Prestige Omega Select Plus 27.5cm Non-Stick Omni Tawa |Induction Base |Gas & Induction Compatible| Metal Spoon Friendly | Sturdy Handles,4.2,1021,786,Non-Stick Induction Tawa,Prestige Omega Select Plus 27.5cm Non-Stick Omni Tawa 
Cookware,B095SFQ9QT,11,Prestige Omega Select Plus 27.5cm Non-Stick Omni Tawa |Induction Base |Gas & Induction Compatible| Metal Spoon Friendly | Sturdy Handles,4.2,1021,786,Non-Stick Induction Tawa,Prestige Omega Select Plus 27.5cm Non-Stick Omni Tawa 
Stir-Fry Pans,B00IMB7IEU,16,"Tosaa Non-Stick Kadhai, 18cm, Aluminium, Black",3.8,1614,379,Non-Stick Kadhai,Tosaa Non-Stick Kadhai
Stir-Fry Pans,B0B7B7D5B7,7,Wonderchef Valencia Non-Stick Kadhai with Glass Lid | Cool Touch Bakelite Handles | Pure Grade Aluminium| PFOA Free|2 litres Capacity | Size 24 cm Kadai | 1 Year Warranty | Purple,4.1,446,899,Non-Stick Kadhai with Glass Lid,Wonderchef Valencia Non-Stick Kadhai with Glass Lid 
Kadhai & Woks,B0B7B7D5B7,12,Wonderchef Valencia Non-Stick Kadhai with Glass Lid | Cool Touch Bakelite Handles | Pure Grade Aluminium| PFOA Free|2 litres Capacity | Size 24 cm Kadai | 1 Year Warranty | Purple,4.1,446,899,Non-Stick Kadhai with Glass Lid,Wonderchef Valencia Non-Stick Kadhai with Glass Lid 
Pots & Pans,B07SFZ6T81,20,CELLO Non-Stick 12 Cavity Appam Patra Single Handle with Stainless Steel Lid,4.1,2434,549,Non-Stick Multi-Cavity Cookware with Lid,CELLO Non-Stick 12 Cavity Appam Patra Single Handle with Stainless Steel Lid
Stir-Fry Pans,B07P913VF3,4,"Amazon Brand - Solimo - NON STICK KADHAI WITH GLASS LID (26 CM, HAMMERTONE FINISH, 3 COAT, 2.9 MM THICKNESS) |Black",4.1,5961,849,Non-stick Kadhai with Glass Lid,Amazon Brand - Solimo - NON STICK KADHAI WITH GLASS LID 
Kadhai & Woks,B07P913VF3,5,"Amazon Brand - Solimo - NON STICK KADHAI WITH GLASS LID (26 CM, HAMMERTONE FINISH, 3 COAT, 2.9 MM THICKNESS) |Black",4.1,5961,849,Non-stick Kadhai with Glass Lid,Amazon Brand - Solimo - NON STICK KADHAI WITH GLASS LID 
Pots & Pans,B00QEYUWPO,25,"Pigeon by Stovekraft Mio Nonstick Aluminium Cookware Gift Set, Includes Nonstick Flat Tawa, Nonstick Fry Pan, Kitchen Tool Set, Kadai with Glass Lid, 8 Pieces Non-Induction Base Kitchen Set - Red",3.7,17356,1099,Nonstick Aluminium Cookware Gift Set,Pigeon by Stovekraft Mio Nonstick Aluminium Cookware Gift Set
Cookware,B00QEYUWPO,25,"Pigeon by Stovekraft Mio Nonstick Aluminium Cookware Gift Set, Includes Nonstick Flat Tawa, Nonstick Fry Pan, Kitchen Tool Set, Kadai with Glass Lid, 8 Pieces Non-Induction Base Kitchen Set - Red",3.7,17356,1099,Nonstick Aluminium Cookware Gift Set,Pigeon by Stovekraft Mio Nonstick Aluminium Cookware Gift Set
Frying Pans,B08FS336P2,2,"Hawkins Nonstick Appe Pan with Glass Lid, 12 Cups, Diameter 22 cm, Black (NAPE22G), Cast Aluminium, Red",4.5,8557,1168,Nonstick Appe Pan with Glass Lid,Hawkins Nonstick Appe Pan with Glass Lid
Pots & Pans,B08FS336P2,16,"Hawkins Nonstick Appe Pan with Glass Lid, 12 Cups, Diameter 22 cm, Black (NAPE22G), Cast Aluminium, Red",4.5,8557,1168,Nonstick Appe Pan with Glass Lid,Hawkins Nonstick Appe Pan with Glass Lid
Cookware,B08FS336P2,16,"Hawkins Nonstick Appe Pan with Glass Lid, 12 Cups, Diameter 22 cm, Black (NAPE22G), Cast Aluminium, Red",4.5,8557,1168,Nonstick Appe Pan with Glass Lid,Hawkins Nonstick Appe Pan with Glass Lid
Woks,B08VW3GN6P,6,"The Indus Valley Super Smooth Cast Iron Kadai | Medium, 25.4cm/10 inch, 2.5Ltr, 2.4kg | Nonstick, Pre-Seasoned Kadhai, 100% Pure & Toxin-Free, No Chemical Coating",4,1512,1699,Nonstick Cast Iron Kadai,The Indus Valley Super Smooth Cast Iron Kadai 
Kadhai & Woks,B0BVVJQVVL,23,"Hawkins Futura 2 Litre Cast Iron Kadhai, Naturally Nonstick Cast Iron Kadai with Glass Lid, Cast Iron Cookware for Kitchen, Black (CIK20G)",4,231,2233,Nonstick Cast Iron Kadhai,Hawkins Futura 2 Litre Cast Iron Kadhai
Cookware,B07KYPZHJ9,10,Pigeon Aluminium Nonstick Duo Pack Flat Tawa 250 and Fry Pan 200 Gift Set (Red),3.7,9618,549,Nonstick Cookware Set,Pigeon Aluminium Nonstick Duo Pack Flat Tawa 250 and Fry Pan 200 Gift Set 
Pots & Pans,B07KYPZHJ9,10,Pigeon Aluminium Nonstick Duo Pack Flat Tawa 250 and Fry Pan 200 Gift Set (Red),3.7,9618,549,Nonstick Cookware Set,Pigeon Aluminium Nonstick Duo Pack Flat Tawa 250 and Fry Pan 200 Gift Set 
Frying Pans,B003SLDNNO,8,"Hawkins Futura Nonstick Kadhai 2.5 L, 26 cm, 3.25 mm with SS lid (Black)",4.4,9762,1574,Nonstick Kadhai with Lid,Hawkins Futura Nonstick Kadhai 2.5 L
Measuring Spoons,B08FYMSSC9,10,"VR Smart Plastic Measuring Spoon and Cup Set, 8-Pieces (Black, Pack of 1)",4.2,9759,89,Plastic Measuring Spoon and Cup Set,VR Smart Plastic Measuring Spoon and Cup Set
Capsule Drawers,B07WCRBRPW,12,"Coffee Vertuo Pod Holder, Capsules Stand Storage Drawer for K Cup Holders, Pod Holders Station for Counter Organizer for K-Cup Pods, Nespresso OriginalLine, Teabags Home Kitchen Bar -Black Metal",4.6,234,10446,Pod Holder and Storage Drawer,Coffee Vertuo Pod Holder
Reusable Filters,B082P6Q9CM,2,Vietnamese Coffee Filter | French Press Coffee Filter |Traditional Drip Coffee Reusable Inox Phin Filter Stainless Steel Cup Portable Coffee Maker Single-cup Serving For Camping Travel |Coffee Lover,4.5,334,500,Portable Coffee Filter,Vietnamese Coffee Filter 
Coffee Filters,B082P6Q9CM,19,Vietnamese Coffee Filter | French Press Coffee Filter |Traditional Drip Coffee Reusable Inox Phin Filter Stainless Steel Cup Portable Coffee Maker Single-cup Serving For Camping Travel |Coffee Lover,4.5,334,500,Portable Coffee Filter,Vietnamese Coffee Filter 
Handheld Milk Frothers,B0B56TBNQJ,9,SUBMINIMAL NanoFoamer V2 Portable Coffee Foam Maker - Black,3.4,203,5987.03,Portable Coffee Foam Maker,SUBMINIMAL NanoFoamer V2 Portable Coffee Foam Maker - Black
Coffee Filters,B000LTOCSG,9,Aerobie AeroPress Coffee Maker with Tote Storage Bag-parent,4.6,9722,880,Portable Coffee Maker,Aerobie AeroPress Coffee Maker with Tote Storage Bag-parent
Handheld Milk Frothers,B084DNNLFF,3,"InstaCuppa Travel Milk Frother Hand held Electric Coffee Beater with Rechargeable Battery USB Charging Cable, Travel Casing (Black)",4.3,1977,1499,Portable Electric Coffee Beater,InstaCuppa Travel Milk Frother Hand held Electric Coffee Beater with Rechargeable Battery USB Charging Cable
Milk Frothers,B084DNNLFF,7,"InstaCuppa Travel Milk Frother Hand held Electric Coffee Beater with Rechargeable Battery USB Charging Cable, Travel Casing (Black)",4.3,1977,1499,Portable Electric Coffee Beater,InstaCuppa Travel Milk Frother Hand held Electric Coffee Beater with Rechargeable Battery USB Charging Cable
Burr Grinders,B0CSW8BLC9,2,"Groenenberg Coffee Grinder - Portable Electric Dry Spice, Masala, Beans Crusher Machine for Home, Small Multifunctional Grinder with conical Burr for Herb & Spices, Mill, Espresso",4.2,4568,2249,Portable Electric Grinder,Groenenberg Coffee Grinder - Portable Electric Dry Spice
Kettles & Tea Machines,B0B3RZGXB8,12,"XECH Electric Kettle For Travel Hot Water Mini, In-Built Cable Portable Bottle 300 watts Heating Element to Boil Water and Prepare Tea Coffee without Milk Small Kettles (Hydroboil, 350ml), Silicone",4.3,743,1799,Portable Electric Kettle,XECH Electric Kettle For Travel Hot Water Mini
Electric Kettles,B0B3RZGXB8,12,"XECH Electric Kettle For Travel Hot Water Mini, In-Built Cable Portable Bottle 300 watts Heating Element to Boil Water and Prepare Tea Coffee without Milk Small Kettles (Hydroboil, 350ml), Silicone",4.3,743,1799,Portable Electric Kettle,XECH Electric Kettle For Travel Hot Water Mini
"Coffee, Tea & Espresso",B0B3RZGXB8,18,"XECH Electric Kettle For Travel Hot Water Mini, In-Built Cable Portable Bottle 300 watts Heating Element to Boil Water and Prepare Tea Coffee without Milk Small Kettles (Hydroboil, 350ml), Silicone",4.3,743,1799,Portable Electric Kettle,XECH Electric Kettle For Travel Hot Water Mini
Home & Kitchen,B0B61DSF17,6,beatXP Kitchen Scale Multipurpose Portable Electronic Digital Weighing Scale | Weight Machine With Back light LCD Display | White |10 kg | 2 Year Warranty,3.9,12942,279,Portable Electronic Digital Weighing Scale,beatXP Kitchen Scale Multipurpose Portable Electronic Digital Weighing Scale 
Manual Grinders,B0833SDN8M,6,TIMEMORE chestnut C2 coffee grinder updated New upgrade electricity any more Portable Hand manual grinder grind machine mill with double bearing positioning (TIMEMORE C2),4.8,1819,4700,Portable Hand Coffee Grinder,TIMEMORE chestnut C2 coffee grinder updated New upgrade electricity any more Portable Hand manual grinder grind machine mill with double bearing positioning 
Coffee Grinders,B0833SDN8M,16,TIMEMORE chestnut C2 coffee grinder updated New upgrade electricity any more Portable Hand manual grinder grind machine mill with double bearing positioning (TIMEMORE C2),4.8,1819,4700,Portable Hand Coffee Grinder,TIMEMORE chestnut C2 coffee grinder updated New upgrade electricity any more Portable Hand manual grinder grind machine mill with double bearing positioning 
Stovetop Espresso Pots,B099SBML3Y,7,Niyam portable Stainless Steel Induction Base Espresso Coffee Maker Peculator Moka Pot (6 cup - 300 ml),4.2,230,649,Portable Stainless Steel Coffee Maker,Niyam portable Stainless Steel Induction Base Espresso Coffee Maker Peculator Moka Pot 
Permanent Filters,B09YCHCW48,2,Filter Coffee Maker Double Mesh Pour Over Coffee Filter Food Grade Stainless Steel & Plastic Coffee Dripper 100% Paperless Maker Foldable to Fit Most Cup Keep Coffee Flavour Easy to Use and Clean,4,157,466,Pour Over Coffee Maker,Filter Coffee Maker Double Mesh Pour Over Coffee Filter Food Grade Stainless Steel & Plastic Coffee Dripper 100% Paperless Maker Foldable to Fit Most Cup Keep Coffee Flavour Easy to Use and Clean
Coffee Filters,B09YCHCW48,11,Filter Coffee Maker Double Mesh Pour Over Coffee Filter Food Grade Stainless Steel & Plastic Coffee Dripper 100% Paperless Maker Foldable to Fit Most Cup Keep Coffee Flavour Easy to Use and Clean,4,157,466,Pour Over Coffee Maker,Filter Coffee Maker Double Mesh Pour Over Coffee Filter Food Grade Stainless Steel & Plastic Coffee Dripper 100% Paperless Maker Foldable to Fit Most Cup Keep Coffee Flavour Easy to Use and Clean
Coffee Drip Kettles,B082XWR886,5,MERMOO YILAN Pour Over Drip Kettle 350ml Stainless Steel Gooseneck Coffee Kettle Long Narrow Spout Hand Drip Coffee Tea Pot with Lid,4.5,246,2967.76,Pour Over Drip Kettle,MERMOO YILAN Pour Over Drip Kettle 350ml Stainless Steel Gooseneck Coffee Kettle Long Narrow Spout Hand Drip Coffee Tea Pot with Lid
Coffee Drip Kettles,B07MVVNJSH,6,Copper Kettle with Thermometer for Exact Temperature - Copper Coated Gooseneck Pour Over Kettle for Coffee and Tea (1.2 Liter | 40 fl oz) (Copper Coated Stainless Steel),4.5,763,8022.85,Pour Over Kettle,Copper Kettle with Thermometer for Exact Temperature - Copper Coated Gooseneck Pour Over Kettle for Coffee and Tea 
Coffee Makers,B00VRYMTT8,15,Red : Cafflano Klassic Red Pour-Over Coffee Maker,4.3,236,7999,Pour-Over Coffee Maker,Red : Cafflano Klassic Red Pour-Over Coffee Maker
Woks,B0BPJWF5KB,9,"The Indus Valley Pre-Seasoned Cast Iron Kadai with Curved Handles | Small, 21 cm/8 inch, 1.7Ltr, 1.7kg | Induction Friendly | Naturally Nonstick Kadhai, 100% Pure & Toxin-Free, No Chemical Coating",3.7,1005,1099,Pre-Seasoned Cast Iron Kadai,The Indus Valley Pre-Seasoned Cast Iron Kadai with Curved Handles 
Kadhai & Woks,B0BPJWF5KB,25,"The Indus Valley Pre-Seasoned Cast Iron Kadai with Curved Handles | Small, 21 cm/8 inch, 1.7Ltr, 1.7kg | Induction Friendly | Naturally Nonstick Kadhai, 100% Pure & Toxin-Free, No Chemical Coating",3.7,1005,1099,Pre-Seasoned Cast Iron Kadai,The Indus Valley Pre-Seasoned Cast Iron Kadai with Curved Handles 
Cookware,B01M0YZBMM,1,Rock Tawa Dosa Tawa 12 Inch Pre-Seasoned Cast Iron with Free Wooden Spatula,4,12343,831,Pre-Seasoned Cast Iron Tawa with Free Wooden Spatula,Rock Tawa Dosa Tawa 12 Inch Pre-Seasoned Cast Iron with Free Wooden Spatula
Pots & Pans,B01M0YZBMM,1,Rock Tawa Dosa Tawa 12 Inch Pre-Seasoned Cast Iron with Free Wooden Spatula,4,12343,831,Pre-Seasoned Cast Iron Tawa with Free Wooden Spatula,Rock Tawa Dosa Tawa 12 Inch Pre-Seasoned Cast Iron with Free Wooden Spatula
Woks,B09XR6Q1KY,19,"The Indus Valley Pre-Seasoned Iron Kadai with Strong Handles | Small, 20.7 cm/8.1 inch, 1.4Ltr, 0.64kg, Induction Friendly, Pre-Seasoned Iron Kadhai, 100% Pure & Toxin-Free, No Chemical Coating, Black",3.3,572,549,Pre-Seasoned Iron Kadai with Strong Handles,The Indus Valley Pre-Seasoned Iron Kadai with Strong Handles 
