Categeory,asin,Rank,image_url,Rating,Rating Count,Price,Tag,description,Ai_description,Product_title,Keyword
Glue Guns,B06ZZN8Z7N,6,"https://images-eu.ssl-images-amazon.com/images/I/41V3eK8rmrL._AC_UL300_SR300,200_.jpg",3.4,1577,299,Eco Pick,"Trigger feed For gluing: wood, plastic, carton, glass, ceramic, stone, textiles, cork, leather, metal on wood, plastics, concrete, stone, ceramic, metal etc. Nozzle with heat guard,Hot-melt type adhesive temperature stabilisation","{
    ""AI_DESCRIPTION"": ""Trigger feed for gluing various materials with heat guard nozzle. Hot-melt adhesive temperature stabilization.""
}",Mega Glue Gun Generic Glue Gun 40W With 8 Sticks- Size 200mm ,Multipurpose Glue Gun
Scrapers,B09XLQTJSV,1,"https://images-eu.ssl-images-amazon.com/images/I/618RBQJNl0L._AC_UL300_SR300,200_.jpg",4.2,217,299,Best Pick,"Multipurpose Double sided scraper tool comes with plastic and metal blades both plastic and metal blades can meet your various needs. easily clean hard or soft surface without scratching. This scraper removal tool can be used to remove stickers, glue, labels, paint, and Tint from windows, walls, cars, tiles, wood, floors, and glass. Also, it can remove food residues on the ovens, kitchen cooktops, glass top stoves, etc. Ergonomic curved anti-slip design provides greater comfort and control. Quick and easy blade replacement. You only need to loosen the knob, take out the blade and replace it. place it. Safe and Portable Design: Both ends of the blade are equipped with protective covers, allowing you to store and carry safely. Bring our Plastic Razor to your kitchen, bathroom, car, and you will find new uses for it every day. Compatible with all kinds of LCD, phones, and tablets. touch screen glue scrapping and repair needs. Package includes- 1 x Plastic Scraper Handle, 4 x Double edge plastic blade, 4 x single edge metal blade.","{
    ""AI_DESCRIPTION"": ""Versatile scraper tool with plastic and metal blades for easy cleaning without scratching. Perfect for removing stickers, glue, paint, and more. Ergonomic design for comfort and control. Safe and portable with quick blade replacement. Great for various surfaces and touch screen repairs.""
}",NEXT GEEK Glue Remover Cleaning Scraper Tool Double Edged Multipurpose Removing Paint,Multipurpose Glue Remover Tool
Hand Towels,B09Y8LWWZK,28,"https://images-eu.ssl-images-amazon.com/images/I/81a+jwUvXHL._AC_UL300_SR300,200_.jpg",3.8,184,399,Best Pick,"★【 PACK CONTENTS】: 4 HAND TOWELS ★【 MATERIAL 】: SUPER SOFT MICROFIBER ★【 SIZE 】: 40 x 60 CM / 16 x 24 INCHES ★【 SPECIAL FEATURES 】: LONG LASTING & FACE RESISTANT DRY OFF QUICKLY AND COMFERTABLY. ★【 EASY TO WASH 】: You use a washing machine or hand wash them, these towels are quick-drying. The easy-to-wash feature ensures that you can enjoy fresh and clean towels effortlessly, making them a convenient and reliable choice for your everyday needs. ★【 MADE IN INDIA 】: Your Hand towel set comes carefully packed in an eco-friendly fabric bag which makes it convenient to carry it along at work / travel / Gym. For every occasion our hand towel set makes a perfect gift for your family and friends.Elevate your daily routine while making a positive impact on the environment.","{
    ""AI_DESCRIPTION"": ""Soft microfiber hand towels, quick-drying & long-lasting. Easy to wash, perfect for everyday use. Made in India, eco-friendly packaging. Elevate your routine!""
}",Cotton Bolls Textiles Hand Towel Set of 4 ,Multipurpose Hand Towel Set
Clothes Hangers,B079TZHKZM,2,"https://images-eu.ssl-images-amazon.com/images/I/71JSl7mQzAL._AC_UL300_SR300,200_.jpg",4.2,12479,262,Best Pick,"Material: Polypropylene, Color: Yellow and Green Package Contents: 10 Hangers Size: 0.6 cm x 18.5 cm x 41.5 cm Care Instructions: Use for both drying and storage purpose Cool and trendy hangers for all types of tees and casuals","{
    ""AI_DESCRIPTION"": ""Cool & trendy hangers for tees & casuals. Use for drying & storage. 10 hangers in yellow & green. Size: 0.6 cm x 18.5 cm x 41.5 cm.""
}",Happy To Hang Teeser 10 Piece Polypropylene Hanger,Multipurpose Hanger Set
Standard Hangers,B079TRT7K4,16,"https://images-eu.ssl-images-amazon.com/images/I/81J7D06IkvL._AC_UL300_SR300,200_.jpg",4.3,864,219,Eco Pick,"Material: Polypropylene, Color: Blue and Red Package Contents: 10 Hangers Size: 0.8 cm x 21 cm x 42 cm Care Instructions: Use for both drying and storage purpose Designed to hang heavy denim trousers and jackets","{
    ""AI_DESCRIPTION"": ""Polypropylene hangers in blue and red, perfect for drying and storing heavy denim. Set of 10, 0.8 cm x 21 cm x 42 cm.""
}",Happy To Hang Denimation 10 Piece Polypropylene Hanger,Multipurpose Hanger Set
Hooks,B07S7HG9PG,3,"https://images-eu.ssl-images-amazon.com/images/I/61lCWWSicCL._AC_UL300_SR300,200_.jpg",3.7,117,240,Best Pick,"Set of 2 Hangers for accessories with 4 hooks each organizer for ties, belts, scarves, handbags, shoes, jewelry and other small items 360 degree rotating,tip spinning, enjoy the convenience and comfort,easy to spin Space saver: Rotating design allow to save space of scarf, belts, hats, shoes Durable PS clothes hanger is. Closet hanger's unique shape design,just hook on the clothes rack Compact design: Easy to carry around,fits perfectly in the pockets or case or your carrying bag","{
    ""AI_DESCRIPTION"": ""Set of 2 hangers with 4 hooks each for accessories. 360 degree rotating design saves space. Durable and compact for easy carrying.""
}",MosQuick®- Set of 2,Multipurpose Hanging Hooks
Box Spanners,B07L2WK5XR,25,"https://images-eu.ssl-images-amazon.com/images/I/61w6cWoKpbL._AC_UL300_SR300,200_.jpg",4.1,210,716,Best Pick,"package content :- 3 pc of t-socket spanner size :- 8mm, 10mm, 12mm made from carbon steel anti slip cushioned grip","{
    ""AI_DESCRIPTION"": ""Get 3 t-socket spanners (8mm, 10mm, 12mm) with carbon steel construction and anti-slip grip.""
}",Goodyear T-SOCKET SPANNER 8mm,Multipurpose Hex Socket Set
Hex Keys,B0B4JYPSJB,3,"https://images-eu.ssl-images-amazon.com/images/I/61HwYHB3TNL._AC_UL300_SR300,200_.jpg",4.1,102,499,Best Pick,"26-piece Allen Key Set Sizes: 1.27, 1.5, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 5.5, 6.0, 8.0, 10.0mm and 0.05, 1/16, 5/64, 3/32, 7/64, 1/8, 9/64, 5/32, 3/16, 7/32, 1/4, 5/16, 3/8inch An Easy Access Wrench Organiser: Get rid of messy carrying pouches and the hassle of searching them in and out to find a wrench. Keep your tools at your fingertips with this easy-access wrench organizer State-of-the-Art Quality Material: Constructed from heat-treated and tempered Carbon Steel to make these wrenches strong and durable. Chrome plated surface prevents corrosion and rust build-up over the time Multifunctional Tool Kit: Asian Paints TruCare Wrench Set contains tools for minor repairs and Do-It-Yourself (DIY) projects in your home such as furniture, garage, plumbing, and others Ergonomic, Unique Design: Allen Key Set with a 25° offset design makes them convenient to use in tight spaces. Equipped with chamfered tips to facilitate easier screwing and fastening","{
    ""AI_DESCRIPTION"": ""Get organized with our 26-piece Allen Key Set for easy access to tools. Strong, durable, and perfect for DIY projects.""
}",Asian Paints TruCare 26-in-1 Pcs Hex/Allen Key Set ,Multipurpose Hex/Allen Key Set
Hole Saws,B08HQF9DVM,17,"https://images-eu.ssl-images-amazon.com/images/I/51W5V2b3UaS._AC_UL300_SR300,200_.jpg",3.7,328,294,Best Pick,"Not Suitable For Hard Metal, Glass, Stone,Concrete, Masonary Work Sizes Of The Hole Saw Set : The Diameters Of The Hole Saw Cutters Are 19mm, 22mm, 29mm, 32mm, 38mm, 44mm, 51mm, 64mm High Carbon Steel Blade With Induction Hardened Teeth Cut Smooth, Clean Accurate Holes Through Up To 25mm (1"") Thick Drywall, Wood, Plaster, Plastic, Pvc And Other Small Materials Suitable For All Power Tools","{
    ""AI_DESCRIPTION"": ""High carbon steel hole saw set for clean, accurate holes in drywall, wood, plastic. Not suitable for hard metal, glass, stone. Sizes: 19mm-64mm.""
}",AASONS Hole Saw Drill Bit Set Cutter Wood/Plastic/Soft Metal Working Tool 19 to 64mm ,Multipurpose Hole Saw Drill Bit Set
Power Tool Accessories,B074FVFTPQ,21,"https://images-eu.ssl-images-amazon.com/images/I/61OFmDwKRlL._AC_UL300_SR300,200_.jpg",3.7,747,264,Eco Pick,"Wood hole saw set 11pcs Plastic wood metal cutter drilling machine hole saw kit Hole saw kit plastic wood metal cutter This is suitable for wood, plastic and thin sheet metal contains 8 pcs hole saw 19mm, 22mm, 28mm, 32mm, 38mm, 44mm, 51mm and 64mm. 2Pcs hex arbor 6mm and 10mm, One hex Wrench","{
    ""AI_DESCRIPTION"": ""Wood hole saw set 11pcs for wood, plastic, and thin sheet metal. Includes 8 hole saws, 2 hex arbors, and hex wrench.""
}",Digital Craft 11pcs Hole Saw Drill Bit Woodworking Cutter 19-64mm Hole Saw Cutting Set Core Drill Bit Wood Metal Drilling,Multipurpose Hole Saw Drill Bit Set
Hole Saws,B07CZHFSF3,10,"https://images-eu.ssl-images-amazon.com/images/I/51qwzYKPAoL._AC_UL300_SR300,200_.jpg",3.6,2351,334,Best Pick,"Convenient and Organized Toolkit: A Toolkit that is practical and Organised: Efficiency is important, and our hole saw set embraces that with a practical design neatly packed in a plastic storage case. The addition of a Hex Key and Installation Plate improves usefulness, allowing for simple transportation of your work. With 11 parts in the package, you have a complete set at your disposal. Safe & Durable: Our hole saws are made of carbon steel and heat-treated for safety and durability. The unique gear design provides precision while also contributing to high-speed steel teeth for rapid and clean cuts. It is important to remember, however, that while this product is good for typical wood, it should not be used on hard materials to avoid fracture. Perfect Holes Every Time: Our hole saw set includes a variety of popular sizes, allowing you to make holes with precision and convenience. It is ideal for a variety of applications because of its excellent accuracy, clean cutting edges, and outstanding impact and wear resistance. With a cutting depth of 25 mm, you may be more versatile in your projects. Carbon Steel Excellence: Carbon Steel is the material of choice for our hole saws. The high-speed steel teeth aid in quick and clean cuts and the unique gear design improves precision. Whether you're a DIY enthusiast or a professional, this kit guarantees that your hole-making efforts are efficient, precise, and long-lasting.","{
    ""AI_DESCRIPTION"": ""Convenient & organized hole saw set for safe, precise, and durable hole-making. Perfect for DIY or professional use.""
}",Professional Hole Cutters- 11 Piece Hole Saw Kit,Multipurpose Hole Saw Kit
Incense Holders,B09WVYNFM9,25,"https://images-eu.ssl-images-amazon.com/images/I/71Ojmo2x74L._AC_UL300_SR300,200_.jpg",3.6,793,379,Best Pick,"Beautiful Ceramic Night lamp electric Kapoor Dani can use as Aroma Oil Diffuser Cum Night Lamp , kapoor dani electrical , Camphor kapur diffuser Dhoop Burner , Karpuram Burner stand , for home fragrance Premium Elegant Fragrance Incense Burner with Switch On/Off Button for Heating. So, now you can sleep with sleeping lights. The multipurpose device burns camphor to give you an aesthetic azure light. Organic Room Freshener in A.C Offices; The fumes of burning camphor purify the air and inhaling that air can be beneficial, Save Yourself and Your Family. We have built the product with the special grade material and design which guards you against electrical shock , Fragrance of camphor has a calming effect on the mind and brings a good night sleep. You can use it as Aroma Oil Diffuser as well Insert the plug into the socket and switch on the button for few minutes and put some Kapoor/Aroma Oil/Bakhoor/Dhoop /Camphor inside and enjoy the soothing effect. A slick and attractive modern design adds charm to your room. It is a treat to eyes and a perfect thing to adorn your sleep space with. Safety Information: Put camphor on top of the plate. use for 20 Minutes and then switch off Bottom switch for longer life of diffuser. Package Contains: 1* Night Lamp Kapoordani(Assorted Design / Color) (Camphor Tablet NOT Included).","{
    ""AI_DESCRIPTION"": ""Get a calming night lamp that doubles as an aroma oil diffuser. Enjoy the soothing fragrance of camphor for a peaceful sleep.""
}",SIGNAMIO® Multipurpose Incense Aroma Dhoop Karpur Kapoor Dani Camphor Burner Diffuser Machine Stand Electrical Night Lamp for Home,Multipurpose Incense Burner Diffuser
Open-End Wrenches,B0B4JT7LBW,1,"https://images-eu.ssl-images-amazon.com/images/I/61Lol4S1fXL._AC_UL300_SR300,200_.jpg",3.7,1029,349,Best Pick,"12-piece Combination Spanner Set Sizes: 6x7, 8x9, 10x11, 12x13, 14x15, 16x17, 18x19, 20x22, 21x23, 24x27, 25x28, 30x32 mm An Easy Access Wrench Organizer: Get rid of messy carrying pouches and the hassle of searching them in and out to find a wrench. Keep your tools at your fingertips with this easy-access wrench organizer State-of-the-Art Quality Material: Constructed from heat-treated and tempered Carbon Steel to make these wrenches strong and durable. Chrome plated surface prevents corrosion and rust build-up over the time Multifunctional Tool Kit: Asian Paints TruCare Wrench Set contains tools for minor repairs and Do-It-Yourself (DIY) projects in your home such as furniture, garage, plumbing, and others Ergonomic, Unique Design: Double Open-End Wrench Set facilitates easier tightening or loosening fasteners. Additional add-on feature at the open end ensures no slippage","{
    ""AI_DESCRIPTION"": ""Get organized with our 12-piece Combination Spanner Set. Strong, durable, and easy to access for all your DIY projects.""
}",Asian Paints TruCare 12-in-1 Pcs Double Open-End Jaw Spanners Wrench Set ,Multipurpose Jaw Spanners Tool Kit
Electric Kettles,B01I1LDZGA,4,"https://images-eu.ssl-images-amazon.com/images/I/71hP1JEHDFL._AC_UL300_SR300,200_.jpg",3.8,19430,899,Best Pick,"Warranty: 1 year on product Power: 600 watts ; Power: 230v,50HzAC ; Operating Mode: Corded Includes: Kettle 360 degree swivel base Cool touch handle and lid knob","{
    ""AI_DESCRIPTION"": ""Powerful 600W kettle with 1-year warranty, 360° swivel base, cool touch handle & lid knob.""
}",Pigeon Kessel Multipurpose Kettle ,Multipurpose Kettle
Table Napkins,B0B4F5687X,1,"https://images-eu.ssl-images-amazon.com/images/I/81HPqx9MJ2L._AC_UL300_SR300,200_.jpg",3.6,597,139,Best Pick,"100 % Cotton Set with Multi-Coloured weave style kitchen towels measuring 17 by 17 inches Machine Washable, perfect for washing and drying dishes, cleaning counter tops, mirrors, tables, windows, cars, etc and are very absorbent. The Colour / Design / Print may slightly vary as per availability. The Size is approximately (+/- 1 Inch) Color: Multicolor and Astored, In 12 Pcs Packet One Single Colour and 24 Pcs Packet Two Colour Size : 17 Inch x 17 Inch Multipurpose Kitchen Towels: The Kitchen Cleaning Cloth Multipurpose Kitchen Towels are versatile tools that can be used for various tasks in your kitchen. They serve as dish towels, napkins, and more, making them essential for everyday kitchen cleaning. High-Quality Cotton Material: These towels are made from high-quality cotton, ensuring durability and absorbency. They effectively absorb moisture, making them great for drying dishes, wiping countertops, and cleaning spills. The cotton material is soft and gentle, preventing scratches or damage to your kitchen surfaces. Generous Size: Each towel measures 18x18 inches, providing ample coverage for efficient cleaning. Whether you're drying dishes or wiping down surfaces, these towels offer the right size for the job. Their size makes them versatile and practical for everyday use in the kitchen. Pack of 6: This pack includes 6 towels, ensuring you have an adequate supply for your kitchen cleaning needs. The quantity is suitable for smaller households or for those who prefer to have a smaller set of towels on hand.","{
    ""AI_DESCRIPTION"": ""100% Cotton Set with Multi-Coloured weave style kitchen towels, perfect for all your kitchen cleaning needs. Machine washable and highly absorbent. Size: 17x17 inches. Pack of 6.""
}",Kitchen Cleaning Cloth Multipurpose Kitchen Towels Cotton Dish Napkin - Machine Washable etc 18x18 Inch Pack of 06 Pcs,Multipurpose Kitchen Cleaning Cloth Pack
Measuring Spoons,B06Y36JKC3,16,"https://images-eu.ssl-images-amazon.com/images/I/71hP1JEHDFL._AC_UL300_SR300,200_.jpg",4.1,4340,165,Best Pick,"Each package of measuring cups and spoons is clearly labelled with measurement markings Easy to use for following any recipes and ingredients you need. Measuring Cups & teaspoons are marked in millilitres. Comes with a ring holder to store all your measuring spoons together and separate them when needed. Made of 100% plastic material, lightweight, durable and easy to clean Perfect for everyday cooking/baking. Great For Sugar, Flour, Coffee, Tea, And Other Ingredients used for baking & cooking.","{
    ""AI_DESCRIPTION"": ""Convenient measuring cups & spoons with clear markings for easy cooking & baking. Lightweight, durable, and perfect for everyday use.""
}",Abode Kitchen Essential Measuring Cup & Spoon for Spices ,Multipurpose Kitchen Measuring Set
Table Napkins,B07WHB6P8T,21,"https://images-eu.ssl-images-amazon.com/images/I/81FJqLW4TXL._AC_UL300_SR300,200_.jpg",4.2,244,399,Best Pick,"Color: White, Size Name: Standard, Material: Cotton Package Contents: 12 Napkin, Size: 18 inch x 18 inch or 45 cm x 45 cm Care Instructions: Normal machine washable in cold water Kitchen napkin is 100 percent cotton, machine washable Multipurpose kitchen napkin, chapattis napkins, wraps","{
    ""AI_DESCRIPTION"": ""White cotton napkins, 18x18 inches, machine washable. Perfect for kitchen use.""
}",HSR Collection Cotton Multipurpose Kitchen Napkins,Multipurpose Kitchen Napkins
Table Napkins,B097GXL7ZF,30,"https://images-eu.ssl-images-amazon.com/images/I/818F52yWvxL._AC_UL300_SR300,200_.jpg",3.6,329,129,Eco Pick,"Machine Washable, perfect for washing and drying dishes, cleaning counter tops, mirrors, tables, windows, cars, etc and are very absorbent. The Colour / Design / Print may slightly vary as per availability. The Size is approximately (+/- 1 Inch) Color: Multicolor and Astored Size : 17 Inch x 17 Inch Versatile Cleaning Tool: The QUALCOSA KITCHEN Multipurpose Kitchen Napkin or Cloth is designed to serve multiple purposes in your kitchen. Use it as a kitchen napkin or as a table duster to tackle various cleaning tasks with ease. Convenient Size: Each napkin measures 18x18 inches, providing a practical size for efficient cleaning. Whether you're wiping down surfaces, cleaning countertops, or dusting off tables, these napkins offer optimal coverage and maneuverability. High-Quality Cotton Material: Crafted from premium cotton, these napkins offer excellent absorbency and durability. The 400 GSM (grams per square meter) thickness ensures their reliability and longevity, making them a reliable choice for everyday use. Easy to Handle: The table duster size of these napkins makes them easy to handle and maneuver. You can easily reach tight corners and crevices, ensuring thorough cleaning and leaving no dirt or dust behind. Pack of 6 Napkins: This pack includes 6 napkins, providing you with an ample supply for your cleaning needs. Whether you're using them in your kitchen, dining area, or any other part of your home, these napkins offer convenience and efficiency. Reliable and Durable: Made from high-quality cotton with a density of 400 GSM, these napkins or cloths are designed to be reliable and long-lasting. They are resistant to wear and tear, ensuring they can withstand the demands of everyday use in the kitchen. You can trust in their durability and depend on them for various cleaning and wiping tasks.","{
    ""AI_DESCRIPTION"": ""Machine washable, absorbent kitchen napkins for versatile cleaning tasks. 6 pack, 17x17 inches, durable cotton material.""
}",Qualcosa Kitchen Multipurpose Kitchen Napkin or Cloth,Multipurpose Kitchen Napkins
Drains & Strainers,B078SQVN8Q,21,"https://images-eu.ssl-images-amazon.com/images/I/61PE2Q8NJRL._AC_UL300_SR300,200_.jpg",3.7,2126,199,Best Pick,"Brand new and high quality Size:19*27cm*5.5 Color:Light Pink,Green,Blue,Coffee Package Included: 1pcs x Bathroom Shelf","{
    ""AI_DESCRIPTION"": ""Brand new & high quality bathroom shelf, 19*27cm*5.5 in size. Available in Light Pink, Green, Blue, Coffee. 1pc included.""
}",Zollyss Plastic Multipurpose Kitchen Sink Wash Basin Storage Organizer Corner Tray Rack ,Multipurpose Kitchen Sink Organizer
Scrubs & Sponges,B00M6P68NU,11,"https://images-eu.ssl-images-amazon.com/images/I/81ZaEOi43nL._AC_UL300_SR300,200_.jpg",4.1,6132,219,Best Pick,"Made up of cellulose sponge with cotton mesh Used for wet wiping of table, kitchen platform, fridge etc. Absorbs water 10 times of its weight It is lint free and hence can be used even on glass, mirror, television etc Includes: 5 Piece Kitchen Wipe Color: Multicolor, Color of the product delivered is subjected to availability","{
    ""AI_DESCRIPTION"": ""Absorbent kitchen wipes for easy cleaning. Lint-free for glass and mirrors. Set of 5 in assorted colors.""
}",Gala Sponge Wipe for Kitchen 5 Pcs Pack ,Multipurpose Kitchen Sponge Wipe Pack
Serving Trolleys,B08Y5QY1SF,15,"https://images-eu.ssl-images-amazon.com/images/I/81th8cJNBoL._AC_UL300_SR300,200_.jpg",4.2,1402,1099,Best Pick,"3 SHELVES : This trolley has 3 shelves, which makes it large enough to store many things at a time! MATERIAL: Constructed of durable steel with a gleaming chrome finish, the stylish Four-shelf shelving unit offers the best of both rugged reliability and modern appeal! Multipurpose: Trolley is completely safe and can be used for multi purposes, like storing fruits and vegetables, keeping books, kitchen utensils or any other cosmetic items or cookware items or other house products. Special features:- corrosion and rust-free. Trolley Modern Kitchen Storage Rack SMART STORAGE: Use anywhere you need to keep food, pantry and kitchen items organized; Perfect for organizing pasta, packets, extra supplies of salt, dressing and vinegar, macaroni and cheese boxes, baking supplies, condiments and more; These bins also work in any room of your home!","{
    ""AI_DESCRIPTION"": ""3 shelves for versatile storage. Durable steel with chrome finish. Multipurpose trolley for kitchen or home. Corrosion and rust-free. Smart storage solution for pantry and kitchen items.""
}",ASHLAS Stainless Steel Fruit and Vegetable Storage Stand Rack Multipurpose Baskets Kitchen Trolley Modern Kitchen Storage Rack ,Multipurpose Kitchen Storage Stand Rack
Table Napkins,B08X12S46C,20,"https://images-eu.ssl-images-amazon.com/images/I/6174-gOchkL._AC_UL300_SR300,200_.jpg",3.8,3286,189,Best Pick,"100 % Cotton Set with Multi-Coloured weave style kitchen towels measuring 17 by 17 inches Machine Washable, perfect for washing and drying dishes, cleaning counter tops, mirrors, tables, windows, cars, etc and are very absorbent. The Colour / Design / Print may slightly vary as per availability. The Size is approximately (+/- 1 Inch) Color: Multicolor and Astored, Pack of 12 Pcs in a Single Colour, Pack of 24 Pcs in 2 Colour Size : 17 Inch x 17 Inch Pack of 12: The QUALCOSA KITCHEN Cleaning Machine Washable Multipurpose Cotton Checked Kitchen Towels come in a pack of 12, providing you with an ample supply for your kitchen cleaning needs. Multipurpose: These towels are versatile and can be used for various cleaning tasks in the kitchen. They are ideal for wiping countertops, drying dishes and utensils, and tackling general cleaning around the house. Cotton material: Made from high-quality cotton, these kitchen towels are soft, durable, and long-lasting. The cotton material ensures that they can withstand frequent use and repeated washing without losing their quality. Checked pattern: The towels feature a multicolour checked pattern, adding a touch of style and vibrancy to your kitchen. The pattern brings a cheerful and lively atmosphere to your space. 300 GSM weight: With a weight of 300 grams per square meter, these towels offer excellent absorbency. They can easily soak up spills, liquids, and moisture, making them effective for quick and efficient cleaning.","{
    ""AI_DESCRIPTION"": ""Soft, absorbent 100% cotton kitchen towels in multi-coloured weave style. Machine washable, perfect for all cleaning tasks. Pack of 12 or 24. Size: 17x17 inches.""
}",QUALCOSA KITCHEN-Cleaning Cloth Multipurpose Kitchen Towels Cotton Dish Napkin - Machine Washable - Multi Coloured Checked Dish Towels,Multipurpose Kitchen Towels
Serving Trolleys,B09Z96FR8R,18,"https://images-eu.ssl-images-amazon.com/images/I/61+zvLBPEtL._AC_UL300_SR300,200_.jpg",4.1,105,1199,Best Pick,"Proudly "" Made In India "" It's Made Of Premium Grade Stainless Steel And It Is Highly Durable And Rust-Proof. Use :- Can Store Fruits, Vegetables and Other Kitchen Accessories Like Spice Jars, Containers etc... Color :- Silver Can Use as Stand and Tire Trolley. Size (Dimension) : 76 H x 40 L x 23 W Cm","{
    ""AI_DESCRIPTION"": ""Proudly made in India, this stainless steel trolley is durable, rust-proof, and perfect for storing fruits, vegetables, and kitchen accessories. Can also be used as a stand. Size: 76x40x23cm.""
}",Rasvesh Four Layer Kitchen Trolly Multipurpose Stainless Steel Portable Storage Rack ,Multipurpose Kitchen Trolley
"Knives, Parts & Accessories",B00O58VMVE,8,"https://images-eu.ssl-images-amazon.com/images/I/71ZGJAldjWL._AC_UL300_SR300,200_.jpg",4.4,641,588,Best Pick,"Two differently sized handles for the use of various blades Easy-to-use box provides safe storage for new and used blades Case for the safe transport and storage of the blades. To assemble the knife, simply slide the handle over the blade and twist the handle to secure it Limited Life time warranty offered on the product The product is manufactured by Stanley Black & Decker with registered trademarks","{
    ""AI_DESCRIPTION"": ""Easy-to-use knife with interchangeable handles for various blades. Safe storage and transport case included. Lifetime warranty by Stanley Black & Decker.""
}",STANLEY 0-10-231 All-purpose Knife for Home & Professional Use Ideal for Cutting Into Multiple Surfaces,Multipurpose Knife
Tables,B0BFPNL98N,4,"https://images-eu.ssl-images-amazon.com/images/I/61vqN1DJfFL._AC_UL300_SR300,200_.jpg",4.3,241,2890,Best Pick,"Multipurpose All-In-One Table Mat Finish Top 60*45Cm;Added With Cup-Holder, Tab Holder And Laptop Stopper Profile<Br> Pre-Laminated Engineered Wood Top With 'U' Profile Soft Edge;Adjustable Heights And Angles<Br> Easy To Carry & Space Saving;Recommended Weight For Regular Use-12Kg<Br> Item Type Name: Multipurpose All In One Table; Assembly Instructions: Diy; Special Features: Multipurpose Laptop Table; Frame Material Type: Metal; Item Shape: Rectangular; Warranty Description: 1 Year Manufacturer Warranty Is Non-Transferable And Valid For 1 Year From The Date Of Original Purchase","{
    ""AI_DESCRIPTION"": ""All-in-one table mat with cup holder, tab holder, and laptop stopper. Adjustable heights and angles. Easy to carry and space-saving. 1-year warranty.""
}",TABLE MAGIC XL-Pro Laptop Table Mat Finish,Multipurpose Laptop Table
Tables,B082HVFD33,13,"https://images-eu.ssl-images-amazon.com/images/I/61bUVneORZL._AC_UL300_SR300,200_.jpg",4.3,736,1499,Eco Pick,"The TABLE MAGIC with fo18-in-1 multipurpose laptop table 6 heights quick adjustment Min- 54cm Max-73cm surely accommodate all age group. Quick and effortless 3 angles adjustment of top, no tool required to assemble or adjust height and angles. The cantilever design really reaches maximum closure to the body so it is highly comfort to use while working on laptop, dining and study etc… Weight just 3.6 Kg easy to carry, easy to accommodate in car. Space saving product easy to fold. The steel part coated with epoxy coating after proper surface treatment for long lasting surface protection and better finish. The highly convenient and Optimized table top having 52.5 x 40 cm top size and can accommodate 10kg weight comfortably on regular usage. To assure the product quality we carefully selected and used the virgin materials. Proud to claim as Made in India product.","{
    ""AI_DESCRIPTION"": ""Versatile TABLE MAGIC laptop table with 18-in-1 functions, easy to adjust height and angles. Lightweight, durable, and proudly Made in India.""
}",TABLE MAGIC Multipurpose Laptop Table Steel PP 53 * 40 * 73cm 18 in 1 Multi Utility Table 6 Heights Adjustable 3 Angles Adjustable Quick Tool Less Assembly,Multipurpose Laptop Table
Laser Levels,B08B69RW1W,1,"https://images-eu.ssl-images-amazon.com/images/I/71XxJ9No6PL._AC_UL300_SR300,200_.jpg",4,798,439,Best Pick,"【MULTIFUNCTION LASER LEVEL】Laser level tool Works For Indoor Designed for any situation where accurate measurements are needed, such as hang shelves, cabinets, tiles and picture frames with accuracy. 【EASY TO OPERATE AND PORTABLE】level tool, Are you tired of tedious operation steps? Our laser leveler tool is designed with one slider selection button in the front to make it easy for everyone to use. 【3 PRONGED APPROACH】Laser level with one Level (0°), one plumb (90°), and one 45° bubble for determining horizontal and vertical plane. 【8 FEET Measuring Tape】Laser level comes loaded with an 8-foot measure that includes imperial and metric linear measures, with graduations down to 1/32"" and 1mm. 【WHY RECOMMEND LINE LEVEL LASER TO YOU】Laser Level not only focuses on the design and development of line level laser,but also ensures high quality while affordable prices.In addition.","{
    ""AI_DESCRIPTION"": ""Easy-to-use laser level tool with 3 pronged approach and 8ft measuring tape for accurate measurements.""
}",Laser Level Tool,Multipurpose Laser Level Tool
Laser Levels,B09SCMNLJ8,17,"https://images-eu.ssl-images-amazon.com/images/I/71XxJ9No6PL._AC_UL300_SR300,200_.jpg",4.2,473,499,Eco Pick,"【MULTIFUNCTION LASER LEVEL】Laser level tool Works For Indoor Designed for any situation where accurate measurements are needed, such as hang shelves, cabinets, tiles and picture frames with accuracy. 【EASY TO OPERATE AND PORTABLE】level tool, Are you tired of tedious operation steps? Our laser leveler tool is designed with one slider selection button in the front to make it easy for everyone to use. 【3 PRONGED APPROACH】Laser level with one Level (0°), one plumb (90°), and one 45° bubble for determining horizontal and vertical plane. 【WHY RECOMMEND LINE LEVEL LASER TO YOU】Laser Level not only focuses on the design and development of line level laser,but also ensures high quality while affordable prices.In addition.","{
    ""AI_DESCRIPTION"": ""Easy-to-use laser level tool for accurate measurements indoors. 3-pronged approach for horizontal and vertical plane determination.""
}",Laser Level Tool,Multipurpose Laser Level Tool
